"","SPECIES","SURVEY","CRUISE","VESSEL_NAME","YEAR","LATITUDE","LONGITUDE","DEPTH_M","BOTTOM_TEMPERATURE_C","WEIGHT_KG","COUNT","AREA_SWEPT_KM2","CPUE_KGKM2","CPUE_NOKM2","ColdPool_Extent"
"4435","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,60.33839,-167.23219,31,2.4,120.7,432,0.049316172,2447.47301149002,8759.80398478617,-0.937484821549254
"4436","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,58.97278,-166.57291,34,3.3,632.125,3341,0.046879204,13484.1240051772,71268.2749476719,-0.937484821549254
"4437","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,58.64624,-166.5526,42,2.2,436.83,1920,0.045053044,9695.90423235331,42616.4323103229,-0.937484821549254
"4438","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,58.31684,-166.5475,47,1.6,326.16,1363,0.049694832,6563.25792589459,27427.3992917412,-0.937484821549254
"4439","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.98321,-166.517,61,-0.1,705.192,2707,0.050663684,13919.0825523071,53430.7769644229,-0.937484821549254
"4440","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.64294,-166.5049,67,0,676.329,2701,0.050216826,13468.1749897933,53786.7526713058,-0.937484821549254
"4441","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.02319,-167.61391,133,4.1,0,0,0.054862715,0,0,-0.937484821549254
"4442","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,55.68353,-167.58749,135,3.9,0,0,0.055106091,0,0,-0.937484821549254
"4443","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,55.35941,-167.5524,146,3.7,0,0,0.050328315,0,0,-0.937484821549254
"4444","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.3231,-167.653,128,3.9,0,0,0.052251576,0,0,-0.937484821549254
"4445","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.67459,-167.66969,102,2.9,0,0,0.05075395,0,0,-0.937484821549254
"4446","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.98863,-167.70261,78,2.8,90.039,262,0.049848376,1806.25743956032,5255.93852846881,-0.937484821549254
"4447","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.31566,-167.7336,74,1.2,173.003,489,0.049023088,3529.01065718259,9974.89183055951,-0.937484821549254
"4448","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.68139,-167.7625,69,0.2,309.393,934,0.049385488,6264.85659106983,18912.4384070073,-0.937484821549254
"4449","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.34734,-166.4783,69,0.6,582.792,2028,0.04669248,12481.495949669,43433.1181380813,-0.937484821549254
"4450","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.3464,-165.8671,68,0.7,1437.961,4847,0.049221375,29214.1574671573,98473.4782398907,-0.937484821549254
"4451","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.98035,-165.8501,72,1.8,255.111,800,0.046206024,5521.16321456267,17313.759781625,-0.937484821549254
"4452","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.01824,-166.4659,74,1.9,35.693,101,0.050176196,711.353248062089,2012.90667789962,-0.937484821549254
"4453","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.65163,-166.4389,85,2.4,23.071,48,0.051509346,447.899299672724,931.86972321489,-0.937484821549254
"4454","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.34842,-166.412,103,3.2,0,0,0.049557686,0,0,-0.937484821549254
"4455","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.015,-166.3951,123,3.8,0,0,0.04994276,0,0,-0.937484821549254
"4456","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,55.68304,-166.382,126,3.9,0,0,0.055996425,0,0,-0.937484821549254
"4457","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,55.36481,-166.347,132,4.1,0,0,0.058114806,0,0,-0.937484821549254
"4458","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,54.98404,-166.3383,144,3.8,0,0,0.054868935,0,0,-0.937484821549254
"4459","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,54.98562,-165.15269,111,4.1,3.542,7,0.046390689,76.3515282129136,150.892348246865,-0.937484821549254
"4460","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,55.31598,-165.1674,110,3.8,0,0,0.05090232,0,0,-0.937484821549254
"4461","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,55.64964,-165.168,108,3.8,0,0,0.049663705,0,0,-0.937484821549254
"4462","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,55.98264,-165.18871,96,3.8,0,0,0.050141058,0,0,-0.937484821549254
"4463","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.34766,-165.2011,87,2.3,16.09,37,0.048640176,330.7965004074,760.688036984077,-0.937484821549254
"4464","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.65534,-165.21201,75,2.1,623.516,1961,0.045744451,13630.4182555388,42868.5874927212,-0.937484821549254
"4465","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.99573,-165.22031,70,1.5,902.006,2659,0.048102892,18751.5960578836,55277.3417448581,-0.937484821549254
"4466","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.31491,-165.233,66,0.8,577.7,2175,0.0503998,11462.3470728058,43154.9331544966,-0.937484821549254
"4467","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.67771,-165.2482,62,0.1,210.602,843,0.050168043,4197.93134047505,16803.5257026071,-0.937484821549254
"4468","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,58.01303,-165.25191,51,1,146.695,739,0.046351206,3164.85832105426,15943.4902297904,-0.937484821549254
"4469","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,58.34759,-165.28461,45,1.3,325.7,1522,0.041657451,7818.52927103005,36536.0809042301,-0.937484821549254
"4470","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,58.68445,-165.30161,39,1.2,1104.549,5294,0.042795126,25810.1588484633,123705.676202472,-0.937484821549254
"4471","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,59.01573,-165.30409,29,3.2,393.68,2440,0.044505893,8845.57018100951,54824.2004716095,-0.937484821549254
"4472","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,59.33591,-165.2881,22,4.3,743.435,2960,0.04465215,16649.4782446086,66290.2010317532,-0.937484821549254
"4473","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,58.99035,-163.9937,28,3.6,174.26,1693,0.045560826,3824.77701348083,37159.1155963678,-0.937484821549254
"4474","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,58.6586,-164.0123,34,2.6,842.458,3817,0.045276176,18607.0926131217,84304.8229161403,-0.937484821549254
"4475","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,58.33612,-163.9809,42,1.5,256.67,1613,0.043321564,5924.76301178785,37233.1894573335,-0.937484821549254
"4476","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,58.01233,-163.9817,47,1.2,197.78,1141,0.045569412,4340.19205689992,25038.7255380868,-0.937484821549254
"4477","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.67747,-163.9673,51,0.8,430.146,1664,0.046218284,9306.83622957529,36003.0675305903,-0.937484821549254
"4478","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.34153,-163.97,59,NA,375.95,1557,0.04884305,7697.10327262528,31877.616160334,-0.937484821549254
"4479","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.00999,-163.92081,67,1.9,1046.268,3590,0.046154486,22668.8257345126,77782.2550120047,-0.937484821549254
"4480","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.68104,-164.01151,74,2.1,789.41,2169,0.045319015,17418.9575832573,47860.7048277638,-0.937484821549254
"4481","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.33545,-164.0287,86,2.1,42.17,143,0.048993615,860.724402557354,2918.74767763105,-0.937484821549254
"4482","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,55.32625,-164.0336,79,3.7,49.299,147,0.051100205,964.751511270845,2876.70078818666,-0.937484821549254
"4483","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,55.70575,-164.00929,94,3.5,11.059,23,0.053909784,205.139015211042,426.638696975673,-0.937484821549254
"4484","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.03603,-164.0276,90,2.4,54.197,148,0.0455058,1190.99103850498,3252.33266968167,-0.937484821549254
"4485","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.00478,-163.3951,87,2.6,29.92,82,0.047394904,631.291499187339,1730.14381461771,-0.937484821549254
"4486","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.35553,-162.79469,78,2.4,906.97,2449,0.048543616,18683.6102197249,50449.4761988888,-0.937484821549254
"4487","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.67417,-162.7805,72,2,353.11,1043,0.050030646,7057.8740878141,20847.2223204953,-0.937484821549254
"4488","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.98899,-162.77811,60,2.1,425.985,1525,0.049471025,8610.79793677208,30826.1249893246,-0.937484821549254
"4489","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.34236,-162.7681,48,1.4,1120.621,4865,0.04652615,24085.831301322,104564.85223901,-0.937484821549254
"4490","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.67646,-162.7498,43,1.7,162.58,797,0.04330235,3754.53064325608,18405.4676016429,-0.937484821549254
"4491","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,58.0079,-162.72479,41,1.9,907.806,4668,0.040251132,22553.5520342633,115971.893660034,-0.937484821549254
"4492","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,58.63506,-162.6967,24,3,1207.047,3699,0.046669572,25863.6826581568,79259.351253532,-0.937484821549254
"4493","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,58.32893,-162.7072,32,2.4,768.682,4016,0.044463024,17288.1178752035,90322.2416900839,-0.937484821549254
"4494","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,58.00453,-162.1418,38,2.1,518.858,2234,0.043850294,11832.4862314492,50946.0666329854,-0.937484821549254
"4495","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,58.00672,-161.4825,56,1.9,655.264,2709,0.04415904,14838.7283781531,61346.4423139633,-0.937484821549254
"4496","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.66882,-161.4657,53,1.8,234.001,1062,0.044872962,5214.74379159548,23666.8129908607,-0.937484821549254
"4497","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.34594,-161.5323,55,1.5,351.202,1451,0.046897441,7488.72417153849,30939.85447948,-0.937484821549254
"4498","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.00538,-161.5659,68,2.4,569.662,1765,0.049480526,11512.8525513249,35670.598974635,-0.937484821549254
"4499","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.68072,-161.5775,88,2.7,430.079,1311,0.050106325,8583.32755395651,26164.3614853015,-0.937484821549254
"4500","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.33992,-161.61819,64,3.5,366.441,1107,0.050694255,7228.45221810637,21836.7939325669,-0.937484821549254
"4501","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,56.33973,-160.9491,54,3.7,226.9,698,0.04709544,4817.8762105206,14820.967804951,-0.937484821549254
"4502","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.00927,-160.3317,62,2.4,339.759,1341,0.049768136,6826.83795913112,26944.9512836888,-0.937484821549254
"4503","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.35133,-160.30071,61,2.4,357.987,1692,0.0520147,6882.41977748598,32529.2657652548,-0.937484821549254
"4504","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.68,-160.2601,54,2.4,472.004,1983,0.04799598,9834.24028429048,41315.9602116677,-0.937484821549254
"4505","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,58.00908,-160.2058,51,1.9,601.12,2391,0.047671162,12609.7198973249,50156.1090539391,-0.937484821549254
"4506","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,58.28686,-159.9724,42,3.1,50.69,209,0.030715405,1650.31195258536,6804.40319767882,-0.937484821549254
"4507","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,58.02003,-158.96719,42,2.4,299.65,938,0.04268968,7019.26086117301,21972.5235700994,-0.937484821549254
"4508","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.67924,-159.00481,48,2.6,666.55,2120,0.046765344,14253.0759529963,45332.7147556105,-0.937484821549254
"4509","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.34725,-159.06171,49,2.8,409.803,2521,0.039564921,10357.73583372,63718.0597428717,-0.937484821549254
"4510","YFS","EBS",200601,"NORTHWEST EXPLORER",2006,57.01168,-159.1026,36,4.3,328.699,2965,0.043825516,7500.17409949035,67654.6512310317,-0.937484821549254
"4511","YFS","EBS",201401,"VESTERAALEN",2014,58.23423,-161.55358,40,5.5,187.046,587,0.04517752,4140.24497139285,12993.1877624093,0.737097237859926
"4512","YFS","EBS",201401,"VESTERAALEN",2014,58.31868,-160.74562,23,7.3,315.73,1610,0.026967894,11707.6253711172,59700.6203005693,0.737097237859926
"4513","YFS","EBS",201401,"VESTERAALEN",2014,57.98898,-160.83903,45,5.1,618.212,2429,0.044200466,13986.549372579,54954.1717501349,0.737097237859926
"4514","YFS","EBS",201401,"VESTERAALEN",2014,57.65115,-160.88159,57,4.8,352.45,1299,0.04732602,7447.27741736998,27447.9028661189,0.737097237859926
"4515","YFS","EBS",201401,"VESTERAALEN",2014,57.32142,-160.93485,63,4.2,287.043,833,0.04623129,6208.8468654022,18018.0998626688,0.737097237859926
"4516","YFS","EBS",201401,"VESTERAALEN",2014,56.97101,-160.97079,63,4.3,239.418,694,0.047275494,5064.31513967892,14679.9100608023,0.737097237859926
"4517","YFS","EBS",201401,"VESTERAALEN",2014,56.65664,-160.97013,69,4.2,629.157,1721,0.042080536,14951.2591759763,40897.7680322323,0.737097237859926
"4518","YFS","EBS",201401,"VESTERAALEN",2014,56.66167,-160.33624,57,5,37.767,92,0.04604202,820.272438090249,1998.17471084023,0.737097237859926
"4519","YFS","EBS",201401,"VESTERAALEN",2014,56.69308,-159.6911,37,5.9,866.224,4408,0.041459033,20893.4926195698,106321.823762749,0.737097237859926
"4520","YFS","EBS",201401,"VESTERAALEN",2014,57.01005,-159.67703,56,5.5,529.448,1501,0.04698918,11267.4449735024,31943.524019785,0.737097237859926
"4521","YFS","EBS",201401,"ALASKA KNIGHT",2014,57.32269,-161.52334,56,4.5,693.168,2230,0.04106928,16878.016853473,54298.4926933221,0.737097237859926
"4522","YFS","EBS",201401,"ALASKA KNIGHT",2014,56.99107,-161.55557,68,3.6,676.187,1858,0.044414916,15224.3223875511,41832.7932895336,0.737097237859926
"4523","YFS","EBS",201401,"ALASKA KNIGHT",2014,56.65324,-161.5845,89,3.5,426.956,1167,0.03922912,10883.6496969598,29748.3094191254,0.737097237859926
"4524","YFS","EBS",201401,"ALASKA KNIGHT",2014,56.33421,-161.533,63,4.6,1219.409,2864,0.043186858,28235.6498358829,66316.4706263188,0.737097237859926
"4525","YFS","EBS",201401,"ALASKA KNIGHT",2014,56.33454,-160.9655,54,5,1744.418,4432,0.0396765,43966.0252290399,111703.401257671,0.737097237859926
"4526","YFS","EBS",201401,"ALASKA KNIGHT",2014,57.0108,-160.32172,62,5,458.556,1195,0.042510384,10786.9173799983,28110.7787687827,0.737097237859926
"4527","YFS","EBS",201401,"ALASKA KNIGHT",2014,57.339,-160.2917,60,4.7,631.234,1746,0.042347466,14906.0630924174,41230.3300509173,0.737097237859926
"4528","YFS","EBS",201401,"ALASKA KNIGHT",2014,57.67458,-160.25941,54,5,309.369,879,0.04160772,7435.37497368277,21125.887215161,0.737097237859926
"4529","YFS","EBS",201401,"ALASKA KNIGHT",2014,57.99749,-160.20786,51,4.7,1167.311,3269,0.040506746,28817.6937243984,80702.6069188574,0.737097237859926
"4530","YFS","EBS",201401,"ALASKA KNIGHT",2014,58.28528,-159.977,42,5.6,3306.878,9763,0.036105051,91590.4536459456,270405.379014698,0.737097237859926
"4531","YFS","EBS",201401,"ALASKA KNIGHT",2014,57.98631,-158.97425,41,6,222.29,649,0.038352526,5795.96765021423,16921.9623239418,0.737097237859926
"4532","YFS","EBS",201401,"ALASKA KNIGHT",2014,57.65961,-159.02692,48,5.5,599.331,1752,0.042944864,13955.8248455508,40796.496642765,0.737097237859926
"4533","YFS","EBS",201401,"ALASKA KNIGHT",2014,57.32274,-159.0649,50,5.5,360.071,1021,0.042741432,8424.40187778453,23887.8285594175,0.737097237859926
"4534","YFS","EBS",201401,"VESTERAALEN",2014,57.32628,-159.67788,55,5.1,530.628,1340,0.044734448,11861.7312546251,29954.5442027138,0.737097237859926
"4535","YFS","EBS",201401,"VESTERAALEN",2014,57.67653,-159.62787,49,5.7,139.62,511,0.045339288,3079.44844656581,11270.5783999078,0.737097237859926
"4536","YFS","EBS",201401,"VESTERAALEN",2014,58.02316,-159.55981,42,5.7,565.932,4781,0.0445135,12713.7160636661,107405.618520224,0.737097237859926
"4537","YFS","EBS",201401,"VESTERAALEN",2014,58.35439,-159.54403,24,7.2,1468.761,6143,0.043058037,34111.1927605989,142667.906574561,0.737097237859926
"4538","YFS","EBS",201401,"VESTERAALEN",2014,57.98287,-158.30857,34,7,387.662,1685,0.042479259,9125.91248354874,39666.4169683374,0.737097237859926
"4539","YFS","EBS",201401,"VESTERAALEN",2014,57.64955,-158.35498,34,6.7,300.062,1006,0.041656785,7203.19631003689,24149.7273493382,0.737097237859926
"4540","YFS","EBS",201401,"VESTERAALEN",2014,57.30759,-158.43212,32,6.9,589.171,1993,0.042663964,13809.5700624536,46713.8965333835,0.737097237859926
"4541","YFS","EBS",201401,"VESTERAALEN",2014,57.02103,-159.1238,35,6.7,472.161,1989,0.04482303,10533.8929563664,44374.5101569439,0.737097237859926
"4542","YFS","EBS",201301,"ALDEBARAN",2013,58.66832,-176.22574,140,2.4,0,0,0.053368679,0,0,-0.805580114681466
"4543","YFS","EBS",201301,"ALDEBARAN",2013,58.6728,-176.84656,137,2.5,0,0,0.053205156,0,0,-0.805580114681466
"4544","YFS","EBS",201301,"ALDEBARAN",2013,59.00109,-177.61942,135,2,0.378,1,0.053739297,7.0339587806666,18.60835656261,-0.805580114681466
"4545","YFS","EBS",201301,"ALASKA KNIGHT",2013,58.99723,-175.69825,134,2,0,0,0.050565298,0,0,-0.805580114681466
"4546","YFS","EBS",201301,"ALASKA KNIGHT",2013,59.01016,-175.02954,130,2.5,0,0,0.061631692,0,0,-0.805580114681466
"4547","YFS","EBS",201301,"ALASKA KNIGHT",2013,59.33288,-175.13425,133,2,0,0,0.050853522,0,0,-0.805580114681466
"4548","YFS","EBS",201301,"ALASKA KNIGHT",2013,59.33186,-175.76537,136,1.7,0,0,0.050336007,0,0,-0.805580114681466
"4549","YFS","EBS",201301,"ALASKA KNIGHT",2013,59.33178,-176.44318,136,1.7,0,0,0.05142997,0,0,-0.805580114681466
"4550","YFS","EBS",201301,"ALASKA KNIGHT",2013,58.98473,-176.33835,135,2.1,0,0,0.051165294,0,0,-0.805580114681466
"4551","YFS","EBS",201301,"ALASKA KNIGHT",2013,58.6695,-175.50796,135,2.7,0,0,0.050375083,0,0,-0.805580114681466
"4552","YFS","EBS",201301,"ALASKA KNIGHT",2013,58.70892,-174.83812,177,2.7,0,0,0.052504192,0,0,-0.805580114681466
"4553","YFS","EBS",201301,"ALDEBARAN",2013,59.01094,-176.94729,137,2.2,0,0,0.051856698,0,0,-0.805580114681466
"4554","YFS","EBS",201301,"ALDEBARAN",2013,59.34433,-177.07022,150,1.8,0,0,0.05421096,0,0,-0.805580114681466
"4555","YFS","EBS",201301,"ALDEBARAN",2013,59.67151,-177.10722,171,1.8,0,0,0.051968,0,0,-0.805580114681466
"4556","YFS","EBS",201301,"ALDEBARAN",2013,59.67989,-176.53238,137,1.6,0,0,0.050421888,0,0,-0.805580114681466
"4557","YFS","EBS",201301,"ALDEBARAN",2013,60.03146,-176.70346,142,1.4,0,0,0.04886778,0,0,-0.805580114681466
"4558","YFS","EBS",201301,"ALDEBARAN",2013,60.00344,-177.23747,137,1.4,0,0,0.051254397,0,0,-0.805580114681466
"4559","YFS","EBS",201301,"ALDEBARAN",2013,60.00196,-177.93643,142,1.6,0,0,0.049160043,0,0,-0.805580114681466
"4560","YFS","EBS",201301,"ALASKA KNIGHT",2013,58.3578,-174.30852,168,2.8,0,0,0.051596244,0,0,-0.805580114681466
"4561","YFS","EBS",201301,"ALASKA KNIGHT",2013,58.68532,-174.28004,155,2.8,0,0,0.048229807,0,0,-0.805580114681466
"4562","YFS","EBS",201301,"ALASKA KNIGHT",2013,59.01697,-174.37795,127,2.2,0,0,0.04926829,0,0,-0.805580114681466
"4563","YFS","EBS",201301,"ALASKA KNIGHT",2013,59.35081,-174.44414,120,1.7,0,0,0.0490105,0,0,-0.805580114681466
"4564","YFS","EBS",201301,"ALASKA KNIGHT",2013,59.6831,-174.45313,115,1.1,0,0,0.04906056,0,0,-0.805580114681466
"4565","YFS","EBS",201301,"ALDEBARAN",2013,60.33713,-177.32752,149,1.5,0,0,0.057077938,0,0,-0.805580114681466
"4566","YFS","EBS",201301,"ALDEBARAN",2013,60.34945,-176.71581,137,1.2,0,0,0.052117695,0,0,-0.805580114681466
"4567","YFS","EBS",201301,"ALDEBARAN",2013,60.68766,-176.82369,129,1.2,0,0,0.054788344,0,0,-0.805580114681466
"4568","YFS","EBS",201301,"ALDEBARAN",2013,60.67374,-177.53068,147,1.2,0,0,0.057742066,0,0,-0.805580114681466
"4569","YFS","EBS",201301,"ALDEBARAN",2013,60.67314,-178.19002,161,1.4,0,0,0.053058375,0,0,-0.805580114681466
"4570","YFS","EBS",201301,"ALDEBARAN",2013,61.00798,-177.6104,136,1.3,0,0,0.055636096,0,0,-0.805580114681466
"4571","YFS","EBS",201301,"ALDEBARAN",2013,60.99983,-176.9452,122,0.8,0,0,0.052865664,0,0,-0.805580114681466
"4572","YFS","EBS",201301,"ALDEBARAN",2013,61.34029,-176.95242,116,0.9,0,0,0.053302648,0,0,-0.805580114681466
"4573","YFS","EBS",201301,"ALDEBARAN",2013,61.32499,-176.30403,107,-0.8,0,0,0.054803385,0,0,-0.805580114681466
"4574","YFS","EBS",201301,"ALDEBARAN",2013,61.67682,-176.46772,106,-0.9,0,0,0.050915535,0,0,-0.805580114681466
"4575","YFS","EBS",201301,"ALDEBARAN",2013,62.00054,-175.80032,92,-1.4,0,0,0.052518932,0,0,-0.805580114681466
"4576","YFS","EBS",201301,"ALDEBARAN",2013,61.99975,-175.14519,81,-1.6,0,0,0.047418728,0,0,-0.805580114681466
"4577","YFS","EBS",201301,"ALDEBARAN",2013,62.00093,-174.44898,73,-1.7,0,0,0.04540957,0,0,-0.805580114681466
"4578","YFS","EBS",201301,"ALDEBARAN",2013,61.97742,-173.72584,63,-1.6,0.14,1,0.046691996,2.99837256903731,21.4169469216951,-0.805580114681466
"4579","YFS","EBS",201301,"ALDEBARAN",2013,61.65299,-173.66948,70,-1.7,0,0,0.052886061,0,0,-0.805580114681466
"4580","YFS","EBS",201301,"ALDEBARAN",2013,61.31578,-173.57913,73,-1.6,0,0,0.046183941,0,0,-0.805580114681466
"4581","YFS","EBS",201301,"ALDEBARAN",2013,60.98635,-173.49729,75,-1.5,0.154,1,0.04810624,3.20124790463773,20.7873240560892,-0.805580114681466
"4582","YFS","EBS",201301,"ALDEBARAN",2013,60.65755,-173.46451,66,-1,0.686,3,0.04634421,14.8022805869385,64.7330054822382,-0.805580114681466
"4583","YFS","EBS",201301,"ALDEBARAN",2013,60.3082,-173.38316,64,-0.8,2.43,17,0.041656561,58.3341481309511,408.098978693896,-0.805580114681466
"4584","YFS","EBS",201301,"ALDEBARAN",2013,60.16601,-173.00184,59,-0.6,1.81,10,0.04593765,39.401231887134,217.686364017315,-0.805580114681466
"4585","YFS","EBS",201301,"ALDEBARAN",2013,60.1536,-172.30686,57,0.7,9.11,43,0.048789813,186.719305523881,881.331518938185,-0.805580114681466
"4586","YFS","EBS",201301,"ALASKA KNIGHT",2013,59.66749,-175.15361,126,1.6,0,0,0.048659157,0,0,-0.805580114681466
"4587","YFS","EBS",201301,"ALASKA KNIGHT",2013,59.68655,-175.87013,137,1.7,0,0,0.048623662,0,0,-0.805580114681466
"4588","YFS","EBS",201301,"ALASKA KNIGHT",2013,60.02278,-175.93912,129,1.3,0,0,0.049755923,0,0,-0.805580114681466
"4589","YFS","EBS",201301,"ALASKA KNIGHT",2013,60.32827,-175.99844,121,1,0,0,0.050214863,0,0,-0.805580114681466
"4590","YFS","EBS",201301,"ALASKA KNIGHT",2013,60.33662,-175.36058,111,0.6,0,0,0.050948667,0,0,-0.805580114681466
"4591","YFS","EBS",201301,"ALASKA KNIGHT",2013,59.99556,-175.2213,117,1,0,0,0.049514976,0,0,-0.805580114681466
"4592","YFS","EBS",201301,"ALASKA KNIGHT",2013,60.02452,-174.60706,108,0.5,0,0,0.051513084,0,0,-0.805580114681466
"4593","YFS","EBS",201301,"ALASKA KNIGHT",2013,60.34581,-174.72176,103,0.2,0,0,0.050022357,0,0,-0.805580114681466
"4594","YFS","EBS",201301,"ALASKA KNIGHT",2013,60.67784,-174.82067,98,-0.7,0,0,0.050096018,0,0,-0.805580114681466
"4595","YFS","EBS",201301,"ALASKA KNIGHT",2013,61.02328,-174.88341,92,-1.5,0,0,0.051193932,0,0,-0.805580114681466
"4596","YFS","EBS",201301,"ALASKA KNIGHT",2013,60.65363,-175.48983,108,0.1,0,0,0.05206947,0,0,-0.805580114681466
"4597","YFS","EBS",201301,"ALASKA KNIGHT",2013,60.69078,-176.2108,119,0.8,0,0,0.04974879,0,0,-0.805580114681466
"4598","YFS","EBS",201301,"ALASKA KNIGHT",2013,60.9995,-176.24191,112,0.3,0,0,0.054092034,0,0,-0.805580114681466
"4599","YFS","EBS",201301,"ALASKA KNIGHT",2013,60.99348,-175.52496,102,-1.2,0,0,0.05061546,0,0,-0.805580114681466
"4600","YFS","EBS",201301,"ALASKA KNIGHT",2013,61.34877,-175.66116,97,-1.4,0.332,1,0.052096035,6.37284584133898,19.1953187992138,-0.805580114681466
"4601","YFS","EBS",201301,"ALASKA KNIGHT",2013,61.66661,-175.74447,95,-1.2,0,0,0.05164504,0,0,-0.805580114681466
"4602","YFS","EBS",201301,"ALASKA KNIGHT",2013,61.65416,-175.08429,85,-1.6,0,0,0.050584608,0,0,-0.805580114681466
"4603","YFS","EBS",201301,"ALASKA KNIGHT",2013,61.31206,-175.01291,88,-1.6,0,0,0.047562588,0,0,-0.805580114681466
"4604","YFS","EBS",201301,"ALASKA KNIGHT",2013,61.6493,-174.43194,77,-1.6,0.204,1,0.046214742,4.41417589218609,21.6381171185593,-0.805580114681466
"4605","YFS","EBS",201301,"ALASKA KNIGHT",2013,61.31744,-174.33065,78,-1.6,0,0,0.048996432,0,0,-0.805580114681466
"4606","YFS","EBS",201301,"ALASKA KNIGHT",2013,60.98194,-174.17791,83,-1.5,0,0,0.047283633,0,0,-0.805580114681466
"4607","YFS","EBS",201301,"ALASKA KNIGHT",2013,60.65561,-174.13107,87,-1.2,0,0,0.046016398,0,0,-0.805580114681466
"4608","YFS","EBS",201301,"ALASKA KNIGHT",2013,60.32631,-174.07594,91,-1.1,0,0,0.050102926,0,0,-0.805580114681466
"4609","YFS","EBS",201301,"ALASKA KNIGHT",2013,60.14322,-174.34673,100,0,0,0,0.04903416,0,0,-0.805580114681466
